Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200203-GE-96x96-TNet006-Plate2\ChipRun.bml,1362427296,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/3/2020 5:25:12 PM,00:30:38,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S95-A17,CXCR3+PD1+ Cell4,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A18,CXCR3+PD1+ Cell4,Unknown,1,IFNAR1,Test,16.8171538875539,1,Pass,0.0174594131105956,77.3025842213764,999,1,
S95-A19,CXCR3+PD1+ Cell4,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A20,CXCR3+PD1+ Cell4,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A21,CXCR3+PD1+ Cell4,Unknown,1,JAK1,Test,15.6354692782562,0,Pass,0.0174594131105956,999,999,0,
S95-A22,CXCR3+PD1+ Cell4,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A23,CXCR3+PD1+ Cell4,Unknown,1,STAT1,Test,13.2878604948104,1,Pass,0.0174594131105956,81.6155805907107,999,1,
S95-A24,CXCR3+PD1+ Cell4,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A25,CXCR3+PD1+ Cell4,Unknown,1,BCL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A26,CXCR3+PD1+ Cell4,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A27,CXCR3+PD1+ Cell4,Unknown,1,CD44,Test,14.4105332173324,1,Pass,0.0174594131105956,87.5239662730246,999,1,
S95-A28,CXCR3+PD1+ Cell4,Unknown,1,CXCR3,Test,14.5168327538384,1,Fail,0.0174594131105956,86.6911641697995,999,1,
S95-A29,CXCR3+PD1+ Cell4,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A30,CXCR3+PD1+ Cell4,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S95-A31,CXCR3+PD1+ Cell4,Unknown,1,IL25,Test,14.851083146716,1,Pass,0.0174594131105956,84.8755520253871,999,1,
S95-A32,CXCR3+PD1+ Cell4,Unknown,1,IL7R,Test,13.3989334997677,1,Pass,0.0174594131105956,80.9521123376893,999,1,
S95-A33,CXCR3+PD1+ Cell4,Unknown,1,JAK2,Test,16.5708180820439,0,Fail,0.0174594131105956,999,999,0,
S95-A34,CXCR3+PD1+ Cell4,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A35,CXCR3+PD1+ Cell4,Unknown,1,STAT3,Test,15.55228837792,0,Fail,0.0174594131105956,999,999,0,
S95-A36,CXCR3+PD1+ Cell4,Unknown,1,TNFRSF1B,Test,17.8876206246565,0,Fail,0.0174594131105956,999,999,0,
S95-A37,CXCR3+PD1+ Cell4,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A38,CXCR3+PD1+ Cell4,Unknown,1,CCR6,Test,16.2390732209034,1,Pass,0.0174594131105956,84.8974320439683,999,1,
S95-A39,CXCR3+PD1+ Cell4,Unknown,1,CD52,Test,12.9107778012177,1,Pass,0.0174594131105956,79.6437937170372,999,1,
S95-A40,CXCR3+PD1+ Cell4,Unknown,1,CXCR4,Test,14.5797862001484,1,Pass,0.0174594131105956,82.1413912544166,999,1,
S95-A41,CXCR3+PD1+ Cell4,Unknown,1,ICAM1,Test,16.5474041768992,0,Fail,0.0174594131105956,999,89.3736059033831,0,
S95-A42,CXCR3+PD1+ Cell4,Unknown,1,IFNG,Test,16.635362900866,0,Fail,0.0174594131105956,999,999,0,
S95-A43,CXCR3+PD1+ Cell4,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A44,CXCR3+PD1+ Cell4,Unknown,1,IRF1,Test,15.7252259255039,1,Pass,0.0174594131105956,83.9363174055752,999,1,
S95-A45,CXCR3+PD1+ Cell4,Unknown,1,LY6E,Test,17.1791295198838,0,Fail,0.0174594131105956,84.7457927625628,90.0540610136236,0.6434380259215,
S95-A46,CXCR3+PD1+ Cell4,Unknown,1,PTEN,Test,15.6485542610684,1,Pass,0.0174594131105956,79.6407037834136,999,1,
S95-A47,CXCR3+PD1+ Cell4,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A48,CXCR3+PD1+ Cell4,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A54,CXCR3+PD1+ Cell4,Unknown,1,IFNGR1,Test,18.5623138353368,0,Fail,0.0174594131105956,999,78.8610299528731,0,
S95-A53,CXCR3+PD1+ Cell4,Unknown,1,ICOS,Test,22.9505018253826,0,Pass,0.0174594131105956,999,79.0771331003246,0,
S95-A52,CXCR3+PD1+ Cell4,Unknown,1,FOXP3,Test,24.9042544704721,0,Fail,0.0174594131105956,999,88.8435214296541,0,
S95-A51,CXCR3+PD1+ Cell4,Unknown,1,CD53,Test,13.9835049528487,1,Pass,0.0174594131105956,81.3865227028974,999,1,
S95-A50,CXCR3+PD1+ Cell4,Unknown,1,CCR7,Test,14.9228071329514,1,Pass,0.0174594131105956,81.7515607305468,999,1,
S95-A49,CXCR3+PD1+ Cell4,Unknown,1,C3,Test,20.9906387447507,0,Fail,0.0174594131105956,999,86.9308660719093,0,
S95-A60,CXCR3+PD1+ Cell4,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A59,CXCR3+PD1+ Cell4,Unknown,1,STAT5B,Test,15.6001593583018,1,Pass,0.0174594131105956,81.3144502792063,70.2574028908341,0.869806758227956,
S95-A58,CXCR3+PD1+ Cell4,Unknown,1,RAC1,Test,14.7548456856758,0,Fail,0.0174594131105956,999,999,0,
S95-A57,CXCR3+PD1+ Cell4,Unknown,1,NFKB1,Test,16.3281988069642,0,Fail,0.0174594131105956,999,999,0,
S95-A56,CXCR3+PD1+ Cell4,Unknown,1,IRF2,Test,14.9586306862854,0,Pass,0.0174594131105956,999,999,0,
S95-A55,CXCR3+PD1+ Cell4,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A66,CXCR3+PD1+ Cell4,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A65,CXCR3+PD1+ Cell4,Unknown,1,IFI44,Test,14.0421543452081,1,Pass,0.0174594131105956,79.7434737611377,999,1,
S95-A64,CXCR3+PD1+ Cell4,Unknown,1,FYN,Test,16.7692987171831,1,Pass,0.0174594131105956,77.7338841420255,999,1,
S95-A63,CXCR3+PD1+ Cell4,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A62,CXCR3+PD1+ Cell4,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A61,CXCR3+PD1+ Cell4,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A72,CXCR3+PD1+ Cell4,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A71,CXCR3+PD1+ Cell4,Unknown,1,TBX21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A70,CXCR3+PD1+ Cell4,Unknown,1,RAC2,Test,13.5575870633115,1,Pass,0.0174594131105956,82.3511962445277,999,1,
S95-A69,CXCR3+PD1+ Cell4,Unknown,1,NLRP3,Test,14.907363578303,1,Pass,0.0174594131105956,83.2678505235226,999,1,
S95-A68,CXCR3+PD1+ Cell4,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A67,CXCR3+PD1+ Cell4,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A78,CXCR3+PD1+ Cell4,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S95-A77,CXCR3+PD1+ Cell4,Unknown,1,IFI44L,Test,16.1819322952803,1,Pass,0.0174594131105956,77.6305843578471,999,1,
S95-A76,CXCR3+PD1+ Cell4,Unknown,1,GAPDH,Test,13.373252389895,1,Pass,0.0174594131105956,81.7898546168617,999,1,
S95-A75,CXCR3+PD1+ Cell4,Unknown,1,CDC42,Test,13.1274267902389,1,Pass,0.0174594131105956,78.573383283403,999,1,
S95-A74,CXCR3+PD1+ Cell4,Unknown,1,CD28,Test,15.3041020726185,1,Pass,0.0174594131105956,80.4262071379124,999,1,
S95-A73,CXCR3+PD1+ Cell4,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A84,CXCR3+PD1+ Cell4,Unknown,1,ZAP70,Test,16.2790658346852,0,Pass,0.0174594131105956,999,999,0,
S95-A83,CXCR3+PD1+ Cell4,Unknown,1,TGFBR2,Test,16.4619217107674,0,Pass,0.0174594131105956,999,999,0,
S95-A82,CXCR3+PD1+ Cell4,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A81,CXCR3+PD1+ Cell4,Unknown,1,NR4A1,Test,21.2873413102417,0,Fail,0.0174594131105956,999,91.3013890151926,0,
S95-A80,CXCR3+PD1+ Cell4,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S95-A79,CXCR3+PD1+ Cell4,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S95-A90,CXCR3+PD1+ Cell4,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A89,CXCR3+PD1+ Cell4,Unknown,1,IFIT1,Test,14.9189740093791,1,Pass,0.0174594131105956,80.1093191065287,999,1,
S95-A88,CXCR3+PD1+ Cell4,Unknown,1,GATA3,Test,19.1139090499634,1,Pass,0.0174594131105956,87.9455038869181,999,1,
S95-A87,CXCR3+PD1+ Cell4,Unknown,1,CTLA4,Test,14.5432346295569,1,Pass,0.0174594131105956,84.1738446435416,999,1,
S95-A86,CXCR3+PD1+ Cell4,Unknown,1,CD3E,Test,14.7786295174097,1,Pass,0.0174594131105956,80.0525655234075,999,1,
S95-A85,CXCR3+PD1+ Cell4,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A96,CXCR3+PD1+ Cell4,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A95,CXCR3+PD1+ Cell4,Unknown,1,TNF,Test,16.7066326990058,1,Pass,0.0174594131105956,84.1582280595422,999,1,
S95-A94,CXCR3+PD1+ Cell4,Unknown,1,RPL13A,Test,14.9964923586435,0,Pass,0.0174594131105956,999,89.66685163937,0,
S95-A93,CXCR3+PD1+ Cell4,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S95-A92,CXCR3+PD1+ Cell4,Unknown,1,IRF9,Test,14.6013107737516,0,Fail,0.0174594131105956,87.7552311356299,82.3682836315252,0.660207683924192,
S95-A91,CXCR3+PD1+ Cell4,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A01,Alt1-9 Cell5,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A02,Alt1-9 Cell5,Unknown,1,CCR3,Test,15.8237660598092,1,Pass,0.0174594131105956,78.0323205733892,999,1,
S05-A03,Alt1-9 Cell5,Unknown,1,CD4,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A04,Alt1-9 Cell5,Unknown,1,CXCL10,Test,15.3199805766136,1,Pass,0.0174594131105956,80.2856918156837,999,1,
S05-A05,Alt1-9 Cell5,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A06,Alt1-9 Cell5,Unknown,1,IFIT3,Test,15.7782800949125,1,Pass,0.0174594131105956,79.7849306227332,999,1,
S05-A07,Alt1-9 Cell5,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A08,Alt1-9 Cell5,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A09,Alt1-9 Cell5,Unknown,1,ISG15,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A10,Alt1-9 Cell5,Unknown,1,PPARA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A11,Alt1-9 Cell5,Unknown,1,SOCS3,Test,18.6791971974183,1,Pass,0.0174594131105956,86.5562263372197,999,1,
S05-A12,Alt1-9 Cell5,Unknown,1,TNFAIP3,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A13,Alt1-9 Cell5,Unknown,1,B2M,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A14,Alt1-9 Cell5,Unknown,1,CCR4,Test,16.924246134029,0,Fail,0.0174594131105956,999,76.7412791298538,0,
S05-A15,Alt1-9 Cell5,Unknown,1,CD40,Test,15.4138066705406,1,Pass,0.0174594131105956,87.8131298750545,999,1,
S05-A16,Alt1-9 Cell5,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A17,Alt1-9 Cell5,Unknown,1,GSK3B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A18,Alt1-9 Cell5,Unknown,1,IFNAR1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A19,Alt1-9 Cell5,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A20,Alt1-9 Cell5,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A21,Alt1-9 Cell5,Unknown,1,JAK1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A22,Alt1-9 Cell5,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A23,Alt1-9 Cell5,Unknown,1,STAT1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A24,Alt1-9 Cell5,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A25,Alt1-9 Cell5,Unknown,1,BCL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A26,Alt1-9 Cell5,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A27,Alt1-9 Cell5,Unknown,1,CD44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A28,Alt1-9 Cell5,Unknown,1,CXCR3,Test,16.3641626851659,1,Pass,0.0174594131105956,86.607458563331,999,1,
S05-A29,Alt1-9 Cell5,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A30,Alt1-9 Cell5,Unknown,1,IFNAR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A31,Alt1-9 Cell5,Unknown,1,IL25,Test,14.9309541980366,1,Pass,0.0174594131105956,84.9425283969327,999,1,
S05-A32,Alt1-9 Cell5,Unknown,1,IL7R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A33,Alt1-9 Cell5,Unknown,1,JAK2,Test,16.4960157498284,0,Fail,0.0174594131105956,999,999,0,
S05-A34,Alt1-9 Cell5,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A35,Alt1-9 Cell5,Unknown,1,STAT3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A36,Alt1-9 Cell5,Unknown,1,TNFRSF1B,Test,27.4445700861097,0,Fail,0.0174594131105956,999,71.1864273809199,0,
S05-A37,Alt1-9 Cell5,Unknown,1,BCL6,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A38,Alt1-9 Cell5,Unknown,1,CCR6,Test,15.2622182492757,1,Pass,0.0174594131105956,84.9125654977134,999,1,
S05-A39,Alt1-9 Cell5,Unknown,1,CD52,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A40,Alt1-9 Cell5,Unknown,1,CXCR4,Test,14.8989870684078,1,Pass,0.0174594131105956,82.1602334779103,999,1,
S05-A41,Alt1-9 Cell5,Unknown,1,ICAM1,Test,16.9057708836661,0,Fail,0.0174594131105956,999,89.4242115954649,0,
S05-A42,Alt1-9 Cell5,Unknown,1,IFNG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A43,Alt1-9 Cell5,Unknown,1,IL2RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A44,Alt1-9 Cell5,Unknown,1,IRF1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A45,Alt1-9 Cell5,Unknown,1,LY6E,Test,17.8976204690136,0,Fail,0.0174594131105956,999,90.1839853866162,0,
S05-A46,Alt1-9 Cell5,Unknown,1,PTEN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A47,Alt1-9 Cell5,Unknown,1,STAT4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A48,Alt1-9 Cell5,Unknown,1,TRAF2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A54,Alt1-9 Cell5,Unknown,1,IFNGR1,Test,21.845427738518,0,Fail,0.0174594131105956,999,77.3962834978559,0,
S05-A53,Alt1-9 Cell5,Unknown,1,ICOS,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A52,Alt1-9 Cell5,Unknown,1,FOXP3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A51,Alt1-9 Cell5,Unknown,1,CD53,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A50,Alt1-9 Cell5,Unknown,1,CCR7,Test,15.011239870998,1,Pass,0.0174594131105956,81.7935041297204,999,1,
S05-A49,Alt1-9 Cell5,Unknown,1,C3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A60,Alt1-9 Cell5,Unknown,1,TYK2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A59,Alt1-9 Cell5,Unknown,1,STAT5B,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A58,Alt1-9 Cell5,Unknown,1,RAC1,Test,16.8382762657367,0,Fail,0.0174594131105956,999,81.8156107248439,0,
S05-A57,Alt1-9 Cell5,Unknown,1,NFKB1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A56,Alt1-9 Cell5,Unknown,1,IRF2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A55,Alt1-9 Cell5,Unknown,1,IL3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A66,Alt1-9 Cell5,Unknown,1,IL10,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A65,Alt1-9 Cell5,Unknown,1,IFI44,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A64,Alt1-9 Cell5,Unknown,1,FYN,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A63,Alt1-9 Cell5,Unknown,1,CD8A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A62,Alt1-9 Cell5,Unknown,1,CD274,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A61,Alt1-9 Cell5,Unknown,1,C5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A72,Alt1-9 Cell5,Unknown,1,VAV1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A71,Alt1-9 Cell5,Unknown,1,TBX21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A70,Alt1-9 Cell5,Unknown,1,RAC2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A69,Alt1-9 Cell5,Unknown,1,NLRP3,Test,22.6963816215278,0,Fail,0.0174594131105956,999,999,0,
S05-A68,Alt1-9 Cell5,Unknown,1,IRF4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A67,Alt1-9 Cell5,Unknown,1,IL4,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A78,Alt1-9 Cell5,Unknown,1,IL12RB1,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A77,Alt1-9 Cell5,Unknown,1,IFI44L,Test,21.8315254514139,0,Fail,0.0174594131105956,999,82.6526600177449,0,
S05-A76,Alt1-9 Cell5,Unknown,1,GAPDH,Test,17.2786278333097,1,Pass,0.0174594131105956,81.3095218704544,999,1,
S05-A75,Alt1-9 Cell5,Unknown,1,CDC42,Test,15.0169179854262,1,Pass,0.0174594131105956,78.4379976364266,72.2434726017191,0.933753267959206,
S05-A74,Alt1-9 Cell5,Unknown,1,CD28,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A73,Alt1-9 Cell5,Unknown,1,CCR1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A84,Alt1-9 Cell5,Unknown,1,ZAP70,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A83,Alt1-9 Cell5,Unknown,1,TGFBR2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A82,Alt1-9 Cell5,Unknown,1,RORC,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A81,Alt1-9 Cell5,Unknown,1,NR4A1,Test,21.9578330724883,0,Fail,0.0174594131105956,999,91.2893714988833,0,
S05-A80,Alt1-9 Cell5,Unknown,1,IRF7,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A79,Alt1-9 Cell5,Unknown,1,IL4R,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A90,Alt1-9 Cell5,Unknown,1,IL17A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A89,Alt1-9 Cell5,Unknown,1,IFIT1,Test,14.9546275762227,1,Pass,0.0174594131105956,80.1907883962854,999,1,
S05-A88,Alt1-9 Cell5,Unknown,1,GATA3,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A87,Alt1-9 Cell5,Unknown,1,CTLA4,Test,14.736656996738,1,Pass,0.0174594131105956,84.2158391422103,999,1,
S05-A86,Alt1-9 Cell5,Unknown,1,CD3E,Test,999,0,Pass,0.0174594131105956,999,999,0,
S05-A85,Alt1-9 Cell5,Unknown,1,CCR2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A96,Alt1-9 Cell5,Unknown,1,ZEB2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A95,Alt1-9 Cell5,Unknown,1,TNF,Test,18.8497863851172,0,Pass,0.0174594131105956,999,88.7807262551274,0,
S05-A94,Alt1-9 Cell5,Unknown,1,RPL13A,Test,20.8709494516715,0,Pass,0.0174594131105956,999,90.639356675715,0,
S05-A93,Alt1-9 Cell5,Unknown,1,PDCD1,Test,999,0,Fail,0.0174594131105956,999,999,0,
S05-A92,Alt1-9 Cell5,Unknown,1,IRF9,Test,15.9808270991685,1,Pass,0.0174594131105956,87.868542858644,999,1,
S05-A91,Alt1-9 Cell5,Unknown,1,IL5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A01,CXCR3-PD1- Cell8,Unknown,1,AIM2,Test,999,0,Pass,0.0174594131105956,999,999,0,
S94-A02,CXCR3-PD1- Cell8,Unknown,1,CCR3,Test,15.1452037109983,1,Pass,0.0174594131105956,77.993571139034,999,1,
S94-A03,CXCR3-PD1- Cell8,Unknown,1,CD4,Test,19.3859795771937,1,Pass,0.0174594131105956,81.8829363028876,999,1,
S94-A04,CXCR3-PD1- Cell8,Unknown,1,CXCL10,Test,14.9186309439259,1,Pass,0.0174594131105956,80.1772309033921,999,1,
S94-A05,CXCR3-PD1- Cell8,Unknown,1,GSK3A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A06,CXCR3-PD1- Cell8,Unknown,1,IFIT3,Test,15.0815846985479,1,Pass,0.0174594131105956,79.6843620954099,999,1,
S94-A07,CXCR3-PD1- Cell8,Unknown,1,IL2,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A08,CXCR3-PD1- Cell8,Unknown,1,IL5RA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A09,CXCR3-PD1- Cell8,Unknown,1,ISG15,Test,25.2017662758857,0,Fail,0.0174594131105956,999,91.7291849256451,0,
S94-A10,CXCR3-PD1- Cell8,Unknown,1,PPARA,Test,18.0175264805103,1,Pass,0.0174594131105956,85.0408595206417,999,1,
S94-A11,CXCR3-PD1- Cell8,Unknown,1,SOCS3,Test,17.7208199348831,1,Pass,0.0174594131105956,86.5550411581018,999,1,
S94-A12,CXCR3-PD1- Cell8,Unknown,1,TNFAIP3,Test,17.0557040157267,1,Pass,0.0174594131105956,84.2323648806085,999,1,
S94-A13,CXCR3-PD1- Cell8,Unknown,1,B2M,Test,12.7269266380463,1,Pass,0.0174594131105956,83.0868645482418,999,1,
S94-A14,CXCR3-PD1- Cell8,Unknown,1,CCR4,Test,15.6215229769256,0,Fail,0.0174594131105956,84.8847853897705,75.9030968631903,0.796647264375621,
S94-A15,CXCR3-PD1- Cell8,Unknown,1,CD40,Test,15.260453623563,1,Pass,0.0174594131105956,87.7403511772523,999,1,
S94-A16,CXCR3-PD1- Cell8,Unknown,1,CXCL9,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A17,CXCR3-PD1- Cell8,Unknown,1,GSK3B,Test,18.9911697474253,1,Pass,0.0174594131105956,81.2278753679148,999,1,
S94-A18,CXCR3-PD1- Cell8,Unknown,1,IFNAR1,Test,26.9693219969249,0,Pass,0.0174594131105956,999,78.7257933092774,0,
S94-A19,CXCR3-PD1- Cell8,Unknown,1,IL21,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A20,CXCR3-PD1- Cell8,Unknown,1,IL7,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A21,CXCR3-PD1- Cell8,Unknown,1,JAK1,Test,15.092850270855,0,Pass,0.0174594131105956,999,999,0,
S94-A22,CXCR3-PD1- Cell8,Unknown,1,PPARG,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A23,CXCR3-PD1- Cell8,Unknown,1,STAT1,Test,18.4570232446868,1,Pass,0.0174594131105956,81.4038887596352,999,1,
S94-A24,CXCR3-PD1- Cell8,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A25,CXCR3-PD1- Cell8,Unknown,1,BCL2,Test,17.6184625289828,1,Pass,0.0174594131105956,85.803639721668,999,1,
S94-A26,CXCR3-PD1- Cell8,Unknown,1,CCR5,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A27,CXCR3-PD1- Cell8,Unknown,1,CD44,Test,15.9831088376637,1,Pass,0.0174594131105956,87.3020379792825,999,1,
S94-A28,CXCR3-PD1- Cell8,Unknown,1,CXCR3,Test,18.7180085489226,1,Pass,0.0174594131105956,86.3338577469518,999,1,
S94-A29,CXCR3-PD1- Cell8,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0174594131105956,999,999,0,
S94-A30,CXCR3-PD1- Cell8,Unknown,1,IFNAR2,Test,18.9345930042963,1,Pass,0.0174594131105956,81.4333608340952,999,1,
S94-A31,CXCR3-PD1- Cell8,Unknown,1,IL25,Test,15.4881827310368,1,Pass,0.0174594131105956,84.7935322038074,999,1,
S94-A32,CXCR3-PD1- Cell8,Unknown,1,IL7R,Test,17.1835770650559,1,Pass,0.0174594131105956,80.8247277753359,999,1,
S94-A33,CXCR3-PD1- Cell8,Unknown,1,JAK2,Test,16.067027605402,0,Fail,0.0174594131105956,999,999,0,
