Chip Run Info,C:\Users\Teyton Lab\Dropbox (Scripps Research)\Teyton Lab\Biomark\SMS Files\20200202-GE-96x96-TNet006-Plate1\ChipRun.bml,1362427237,96.96 (136x),GE 96x96 Fast PCR+Melt v2,ROX,EvaGreen,2/2/2020 6:20:43 PM,00:30:57,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
S09-A15,CP11 Cell5,Unknown,1,CD40,Test,14.7938344382785,1,Pass,0.0166474523607776,87.3842003529437,999,1,
S09-A16,CP11 Cell5,Unknown,1,CXCL9,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A17,CP11 Cell5,Unknown,1,GSK3B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A18,CP11 Cell5,Unknown,1,IFNAR1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A19,CP11 Cell5,Unknown,1,IL21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A20,CP11 Cell5,Unknown,1,IL7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A21,CP11 Cell5,Unknown,1,JAK1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A22,CP11 Cell5,Unknown,1,PPARG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A23,CP11 Cell5,Unknown,1,STAT1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A24,CP11 Cell5,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A25,CP11 Cell5,Unknown,1,BCL2,Test,17.637263995524,1,Pass,0.0166474523607776,85.3859208726704,999,1,
S09-A26,CP11 Cell5,Unknown,1,CCR5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A27,CP11 Cell5,Unknown,1,CD44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A28,CP11 Cell5,Unknown,1,CXCR3,Test,16.8813259043509,1,Pass,0.0166474523607776,86.1710270583593,999,1,
S09-A29,CP11 Cell5,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A30,CP11 Cell5,Unknown,1,IFNAR2,Test,999,0,Pass,0.0166474523607776,999,999,0,
S09-A31,CP11 Cell5,Unknown,1,IL25,Test,14.6514740660672,1,Pass,0.0166474523607776,84.6088097925699,999,1,
S09-A32,CP11 Cell5,Unknown,1,IL7R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A33,CP11 Cell5,Unknown,1,JAK2,Test,17.697288279022,0,Fail,0.0166474523607776,999,77.964569628845,0,
S09-A34,CP11 Cell5,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A35,CP11 Cell5,Unknown,1,STAT3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A36,CP11 Cell5,Unknown,1,TNFRSF1B,Test,26.4312825232843,0,Fail,0.0166474523607776,999,71.0290783140138,0,
S09-A37,CP11 Cell5,Unknown,1,BCL6,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A38,CP11 Cell5,Unknown,1,CCR6,Test,14.9484190549706,1,Pass,0.0166474523607776,84.4323007896039,999,1,
S09-A39,CP11 Cell5,Unknown,1,CD52,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A40,CP11 Cell5,Unknown,1,CXCR4,Test,14.8516478301909,1,Pass,0.0166474523607776,81.8229928565135,999,1,
S09-A41,CP11 Cell5,Unknown,1,ICAM1,Test,16.0883189149376,0,Fail,0.0166474523607776,999,88.9473030974056,0,
S09-A42,CP11 Cell5,Unknown,1,IFNG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A43,CP11 Cell5,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A44,CP11 Cell5,Unknown,1,IRF1,Test,22.8284577639277,0,Fail,0.0166474523607776,999,88.0309713500711,0,
S09-A45,CP11 Cell5,Unknown,1,LY6E,Test,16.5597251099714,0,Fail,0.0166474523607776,999,89.8579340973613,0,
S09-A46,CP11 Cell5,Unknown,1,PTEN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A47,CP11 Cell5,Unknown,1,STAT4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A48,CP11 Cell5,Unknown,1,TRAF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A54,CP11 Cell5,Unknown,1,IFNGR1,Test,24.4196223515671,0,Fail,0.0166474523607776,999,77.7627686819216,0,
S09-A53,CP11 Cell5,Unknown,1,ICOS,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A52,CP11 Cell5,Unknown,1,FOXP3,Test,25.4012040312906,0,Fail,0.0166474523607776,999,88.5280373366031,0,
S09-A51,CP11 Cell5,Unknown,1,CD53,Test,999,0,Pass,0.0166474523607776,999,999,0,
S09-A50,CP11 Cell5,Unknown,1,CCR7,Test,14.9082050115421,1,Pass,0.0166474523607776,81.3666108057785,999,1,
S09-A49,CP11 Cell5,Unknown,1,C3,Test,23.5321146838163,0,Fail,0.0166474523607776,999,86.6337231855273,0,
S09-A60,CP11 Cell5,Unknown,1,TYK2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A59,CP11 Cell5,Unknown,1,STAT5B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A58,CP11 Cell5,Unknown,1,RAC1,Test,17.6022198907769,0,Fail,0.0166474523607776,999,81.6048452523949,0,
S09-A57,CP11 Cell5,Unknown,1,NFKB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A56,CP11 Cell5,Unknown,1,IRF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A55,CP11 Cell5,Unknown,1,IL3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A66,CP11 Cell5,Unknown,1,IL10,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A65,CP11 Cell5,Unknown,1,IFI44,Test,14.2574476028904,1,Pass,0.0166474523607776,79.2458928098989,999,1,
S09-A64,CP11 Cell5,Unknown,1,FYN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A63,CP11 Cell5,Unknown,1,CD8A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A62,CP11 Cell5,Unknown,1,CD274,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A61,CP11 Cell5,Unknown,1,C5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A72,CP11 Cell5,Unknown,1,VAV1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A71,CP11 Cell5,Unknown,1,TBX21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A70,CP11 Cell5,Unknown,1,RAC2,Test,19.976442195657,0,Fail,0.0166474523607776,999,76.2402975555994,0,
S09-A69,CP11 Cell5,Unknown,1,NLRP3,Test,17.8405512546595,1,Pass,0.0166474523607776,83.6413668099567,999,1,
S09-A68,CP11 Cell5,Unknown,1,IRF4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A67,CP11 Cell5,Unknown,1,IL4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A78,CP11 Cell5,Unknown,1,IL12RB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A77,CP11 Cell5,Unknown,1,IFI44L,Test,19.2782022150752,0,Fail,0.0166474523607776,999,82.1814225527808,0,
S09-A76,CP11 Cell5,Unknown,1,GAPDH,Test,16.42116127994,1,Pass,0.0166474523607776,81.5688596795744,999,1,
S09-A75,CP11 Cell5,Unknown,1,CDC42,Test,14.6190741713939,1,Pass,0.0166474523607776,78.074864557742,71.5418158306196,0.899729404724262,
S09-A74,CP11 Cell5,Unknown,1,CD28,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A73,CP11 Cell5,Unknown,1,CCR1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A84,CP11 Cell5,Unknown,1,ZAP70,Test,999,0,Pass,0.0166474523607776,999,999,0,
S09-A83,CP11 Cell5,Unknown,1,TGFBR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A82,CP11 Cell5,Unknown,1,RORC,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A81,CP11 Cell5,Unknown,1,NR4A1,Test,20.5814693731028,0,Fail,0.0166474523607776,999,90.9984783034293,0,
S09-A80,CP11 Cell5,Unknown,1,IRF7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A79,CP11 Cell5,Unknown,1,IL4R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A90,CP11 Cell5,Unknown,1,IL17A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A89,CP11 Cell5,Unknown,1,IFIT1,Test,14.9918112333377,1,Pass,0.0166474523607776,79.939414776064,999,1,
S09-A88,CP11 Cell5,Unknown,1,GATA3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A87,CP11 Cell5,Unknown,1,CTLA4,Test,14.3234450247576,1,Pass,0.0166474523607776,84.0082071213461,999,1,
S09-A86,CP11 Cell5,Unknown,1,CD3E,Test,999,0,Pass,0.0166474523607776,999,999,0,
S09-A85,CP11 Cell5,Unknown,1,CCR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A96,CP11 Cell5,Unknown,1,ZEB2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A95,CP11 Cell5,Unknown,1,TNF,Test,16.080842617839,0,Fail,0.0166474523607776,999,88.4296789282756,0,
S09-A94,CP11 Cell5,Unknown,1,RPL13A,Test,18.5525469909799,0,Fail,0.0166474523607776,999,999,0,
S09-A93,CP11 Cell5,Unknown,1,PDCD1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S09-A92,CP11 Cell5,Unknown,1,IRF9,Test,15.1601093072444,1,Pass,0.0166474523607776,87.6008481195863,999,1,
S09-A91,CP11 Cell5,Unknown,1,IL5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A01,CLIP Cell16,Unknown,1,AIM2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A02,CLIP Cell16,Unknown,1,CCR3,Test,14.7106122988767,1,Pass,0.0166474523607776,77.8738868511475,999,1,
S86-A03,CLIP Cell16,Unknown,1,CD4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A04,CLIP Cell16,Unknown,1,CXCL10,Test,14.3034062394433,1,Pass,0.0166474523607776,80.0222505929482,999,1,
S86-A05,CLIP Cell16,Unknown,1,GSK3A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A06,CLIP Cell16,Unknown,1,IFIT3,Test,14.6961784333787,1,Pass,0.0166474523607776,79.620690025608,999,1,
S86-A07,CLIP Cell16,Unknown,1,IL2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A08,CLIP Cell16,Unknown,1,IL5RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A09,CLIP Cell16,Unknown,1,ISG15,Test,25.059464552077,0,Fail,0.0166474523607776,999,91.5242662465632,0,
S86-A10,CLIP Cell16,Unknown,1,PPARA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A11,CLIP Cell16,Unknown,1,SOCS3,Test,18.226126166149,1,Pass,0.0166474523607776,86.1501920188742,999,1,
S86-A12,CLIP Cell16,Unknown,1,TNFAIP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A13,CLIP Cell16,Unknown,1,B2M,Test,16.9308619820574,1,Pass,0.0166474523607776,82.9097849194181,999,1,
S86-A14,CLIP Cell16,Unknown,1,CCR4,Test,17.3098438687701,0,Fail,0.0166474523607776,999,76.5631282195265,0,
S86-A15,CLIP Cell16,Unknown,1,CD40,Test,13.7874532313049,1,Pass,0.0166474523607776,87.3928635627573,999,1,
S86-A16,CLIP Cell16,Unknown,1,CXCL9,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A17,CLIP Cell16,Unknown,1,GSK3B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A18,CLIP Cell16,Unknown,1,IFNAR1,Test,27.9653004327218,0,Fail,0.0166474523607776,999,999,0,
S86-A19,CLIP Cell16,Unknown,1,IL21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A20,CLIP Cell16,Unknown,1,IL7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A21,CLIP Cell16,Unknown,1,JAK1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A22,CLIP Cell16,Unknown,1,PPARG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A23,CLIP Cell16,Unknown,1,STAT1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A24,CLIP Cell16,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A25,CLIP Cell16,Unknown,1,BCL2,Test,14.812119702455,1,Pass,0.0166474523607776,85.4430928981843,999,1,
S86-A26,CLIP Cell16,Unknown,1,CCR5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A27,CLIP Cell16,Unknown,1,CD44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A28,CLIP Cell16,Unknown,1,CXCR3,Test,17.2167678480771,1,Pass,0.0166474523607776,86.1330924344556,999,1,
S86-A29,CLIP Cell16,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A30,CLIP Cell16,Unknown,1,IFNAR2,Test,999,0,Pass,0.0166474523607776,999,999,0,
S86-A31,CLIP Cell16,Unknown,1,IL25,Test,15.4984931485965,1,Pass,0.0166474523607776,84.6348674716024,999,1,
S86-A32,CLIP Cell16,Unknown,1,IL7R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A33,CLIP Cell16,Unknown,1,JAK2,Test,16.5519839547149,0,Fail,0.0166474523607776,999,78.0367421817569,0,
S86-A34,CLIP Cell16,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A35,CLIP Cell16,Unknown,1,STAT3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A36,CLIP Cell16,Unknown,1,TNFRSF1B,Test,26.6081676930609,0,Fail,0.0166474523607776,999,70.986825614736,0,
S86-A37,CLIP Cell16,Unknown,1,BCL6,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A38,CLIP Cell16,Unknown,1,CCR6,Test,15.1943332195676,1,Pass,0.0166474523607776,84.2282262839202,999,1,
S86-A39,CLIP Cell16,Unknown,1,CD52,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A40,CLIP Cell16,Unknown,1,CXCR4,Test,14.7743513305391,1,Pass,0.0166474523607776,81.8190029662511,999,1,
S86-A41,CLIP Cell16,Unknown,1,ICAM1,Test,15.1590086691914,0,Fail,0.0166474523607776,999,88.9801745937279,0,
S86-A42,CLIP Cell16,Unknown,1,IFNG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A43,CLIP Cell16,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A44,CLIP Cell16,Unknown,1,IRF1,Test,28.9491798182769,0,Fail,0.0166474523607776,999,999,0,
S86-A45,CLIP Cell16,Unknown,1,LY6E,Test,17.0345275411159,0,Fail,0.0166474523607776,999,89.8429915205665,0,
S86-A46,CLIP Cell16,Unknown,1,PTEN,Test,20.0036429764903,1,Pass,0.0166474523607776,78.8198091467559,999,1,
S86-A47,CLIP Cell16,Unknown,1,STAT4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A48,CLIP Cell16,Unknown,1,TRAF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A54,CLIP Cell16,Unknown,1,IFNGR1,Test,25.5592615652936,0,Fail,0.0166474523607776,999,77.8549520030228,0,
S86-A53,CLIP Cell16,Unknown,1,ICOS,Test,24.4754230329633,0,Fail,0.0166474523607776,999,78.7711584430903,0,
S86-A52,CLIP Cell16,Unknown,1,FOXP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A51,CLIP Cell16,Unknown,1,CD53,Test,999,0,Pass,0.0166474523607776,999,999,0,
S86-A50,CLIP Cell16,Unknown,1,CCR7,Test,14.0995957319693,1,Pass,0.0166474523607776,81.3785965288815,999,1,
S86-A49,CLIP Cell16,Unknown,1,C3,Test,20.1422648189191,0,Fail,0.0166474523607776,999,86.4365282012979,0,
S86-A60,CLIP Cell16,Unknown,1,TYK2,Test,24.1101999075415,0,Fail,0.0166474523607776,999,78.7107287147605,0,
S86-A59,CLIP Cell16,Unknown,1,STAT5B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A58,CLIP Cell16,Unknown,1,RAC1,Test,17.8687534154356,0,Fail,0.0166474523607776,999,89.5775378645316,0,
S86-A57,CLIP Cell16,Unknown,1,NFKB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A56,CLIP Cell16,Unknown,1,IRF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A55,CLIP Cell16,Unknown,1,IL3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A66,CLIP Cell16,Unknown,1,IL10,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A65,CLIP Cell16,Unknown,1,IFI44,Test,14.0492829326768,1,Pass,0.0166474523607776,79.298213559906,999,1,
S86-A64,CLIP Cell16,Unknown,1,FYN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A63,CLIP Cell16,Unknown,1,CD8A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A62,CLIP Cell16,Unknown,1,CD274,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A61,CLIP Cell16,Unknown,1,C5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A72,CLIP Cell16,Unknown,1,VAV1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A71,CLIP Cell16,Unknown,1,TBX21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A70,CLIP Cell16,Unknown,1,RAC2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A69,CLIP Cell16,Unknown,1,NLRP3,Test,18.5130601477496,1,Pass,0.0166474523607776,83.7006203846814,999,1,
S86-A68,CLIP Cell16,Unknown,1,IRF4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A67,CLIP Cell16,Unknown,1,IL4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A78,CLIP Cell16,Unknown,1,IL12RB1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A77,CLIP Cell16,Unknown,1,IFI44L,Test,18.8345797819857,0,Fail,0.0166474523607776,999,82.2058071805975,0,
S86-A76,CLIP Cell16,Unknown,1,GAPDH,Test,14.6939782044919,1,Pass,0.0166474523607776,81.1539787876337,999,1,
S86-A75,CLIP Cell16,Unknown,1,CDC42,Test,13.6892605031094,1,Pass,0.0166474523607776,78.196512545853,999,1,
S86-A74,CLIP Cell16,Unknown,1,CD28,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A73,CLIP Cell16,Unknown,1,CCR1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A84,CLIP Cell16,Unknown,1,ZAP70,Test,999,0,Pass,0.0166474523607776,999,999,0,
S86-A83,CLIP Cell16,Unknown,1,TGFBR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A82,CLIP Cell16,Unknown,1,RORC,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A81,CLIP Cell16,Unknown,1,NR4A1,Test,20.6087010671166,0,Fail,0.0166474523607776,999,91.0380708920762,0,
S86-A80,CLIP Cell16,Unknown,1,IRF7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A79,CLIP Cell16,Unknown,1,IL4R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A90,CLIP Cell16,Unknown,1,IL17A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A89,CLIP Cell16,Unknown,1,IFIT1,Test,15.6860109099658,1,Pass,0.0166474523607776,79.9406315337689,999,1,
S86-A88,CLIP Cell16,Unknown,1,GATA3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A87,CLIP Cell16,Unknown,1,CTLA4,Test,13.6993312815018,1,Pass,0.0166474523607776,84.0165559222431,999,1,
S86-A86,CLIP Cell16,Unknown,1,CD3E,Test,999,0,Pass,0.0166474523607776,999,999,0,
S86-A85,CLIP Cell16,Unknown,1,CCR2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A96,CLIP Cell16,Unknown,1,ZEB2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A95,CLIP Cell16,Unknown,1,TNF,Test,16.5943928707062,0,Fail,0.0166474523607776,999,88.4427414144488,0,
S86-A94,CLIP Cell16,Unknown,1,RPL13A,Test,16.3992355642302,0,Fail,0.0166474523607776,999,88.3404432552017,0,
S86-A93,CLIP Cell16,Unknown,1,PDCD1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S86-A92,CLIP Cell16,Unknown,1,IRF9,Test,15.1092199966154,1,Pass,0.0166474523607776,87.6514828098326,999,1,
S86-A91,CLIP Cell16,Unknown,1,IL5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A01, 13-21 Cell17,Unknown,1,AIM2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A02, 13-21 Cell17,Unknown,1,CCR3,Test,14.9319140520457,1,Pass,0.0166474523607776,77.8752561763419,999,1,
S08-A03, 13-21 Cell17,Unknown,1,CD4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A04, 13-21 Cell17,Unknown,1,CXCL10,Test,14.9380325835095,1,Pass,0.0166474523607776,80.0310443563452,999,1,
S08-A05, 13-21 Cell17,Unknown,1,GSK3A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A06, 13-21 Cell17,Unknown,1,IFIT3,Test,14.7820231179901,1,Pass,0.0166474523607776,79.6035492256778,999,1,
S08-A07, 13-21 Cell17,Unknown,1,IL2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A08, 13-21 Cell17,Unknown,1,IL5RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A09, 13-21 Cell17,Unknown,1,ISG15,Test,24.9256305188831,0,Fail,0.0166474523607776,999,91.5665367338386,0,
S08-A10, 13-21 Cell17,Unknown,1,PPARA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A11, 13-21 Cell17,Unknown,1,SOCS3,Test,23.2512700979537,1,Pass,0.0166474523607776,86.1095441658113,999,1,
S08-A12, 13-21 Cell17,Unknown,1,TNFAIP3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A13, 13-21 Cell17,Unknown,1,B2M,Test,999,0,Pass,0.0166474523607776,999,999,0,
S08-A14, 13-21 Cell17,Unknown,1,CCR4,Test,17.8557771826585,0,Fail,0.0166474523607776,999,76.5579866321404,0,
S08-A15, 13-21 Cell17,Unknown,1,CD40,Test,14.4823528371086,1,Pass,0.0166474523607776,87.3883057887193,999,1,
S08-A16, 13-21 Cell17,Unknown,1,CXCL9,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A17, 13-21 Cell17,Unknown,1,GSK3B,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A18, 13-21 Cell17,Unknown,1,IFNAR1,Test,27.1741182688916,0,Fail,0.0166474523607776,999,999,0,
S08-A19, 13-21 Cell17,Unknown,1,IL21,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A20, 13-21 Cell17,Unknown,1,IL7,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A21, 13-21 Cell17,Unknown,1,JAK1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A22, 13-21 Cell17,Unknown,1,PPARG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A23, 13-21 Cell17,Unknown,1,STAT1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A24, 13-21 Cell17,Unknown,1,TNFRSF1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A25, 13-21 Cell17,Unknown,1,BCL2,Test,16.6032862608125,1,Pass,0.0166474523607776,85.3642546897175,999,1,
S08-A26, 13-21 Cell17,Unknown,1,CCR5,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A27, 13-21 Cell17,Unknown,1,CD44,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A28, 13-21 Cell17,Unknown,1,CXCR3,Test,16.8776034057134,1,Pass,0.0166474523607776,86.1679456521077,999,1,
S08-A29, 13-21 Cell17,Unknown,1,HLA-DRA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A30, 13-21 Cell17,Unknown,1,IFNAR2,Test,999,0,Pass,0.0166474523607776,999,999,0,
S08-A31, 13-21 Cell17,Unknown,1,IL25,Test,14.7601585565871,1,Pass,0.0166474523607776,84.6420853236199,999,1,
S08-A32, 13-21 Cell17,Unknown,1,IL7R,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A33, 13-21 Cell17,Unknown,1,JAK2,Test,17.5014358359928,0,Fail,0.0166474523607776,999,78.0900433789192,0,
S08-A34, 13-21 Cell17,Unknown,1,PPARGC1A,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A35, 13-21 Cell17,Unknown,1,STAT3,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A36, 13-21 Cell17,Unknown,1,TNFRSF1B,Test,27.6756776602219,0,Fail,0.0166474523607776,999,70.9801049062662,0,
S08-A37, 13-21 Cell17,Unknown,1,BCL6,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A38, 13-21 Cell17,Unknown,1,CCR6,Test,15.1738291530145,1,Pass,0.0166474523607776,84.5792312018625,999,1,
S08-A39, 13-21 Cell17,Unknown,1,CD52,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A40, 13-21 Cell17,Unknown,1,CXCR4,Test,15.240917194669,1,Pass,0.0166474523607776,81.8444316447714,999,1,
S08-A41, 13-21 Cell17,Unknown,1,ICAM1,Test,15.7999860953002,0,Fail,0.0166474523607776,999,88.9758549232542,0,
S08-A42, 13-21 Cell17,Unknown,1,IFNG,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A43, 13-21 Cell17,Unknown,1,IL2RA,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A44, 13-21 Cell17,Unknown,1,IRF1,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A45, 13-21 Cell17,Unknown,1,LY6E,Test,16.907453002104,0,Fail,0.0166474523607776,999,89.85788311945,0,
S08-A46, 13-21 Cell17,Unknown,1,PTEN,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A47, 13-21 Cell17,Unknown,1,STAT4,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A48, 13-21 Cell17,Unknown,1,TRAF2,Test,999,0,Fail,0.0166474523607776,999,999,0,
S08-A54, 13-21 Cell17,Unknown,1,IFNGR1,Test,23.1498982137412,0,Fail,0.0166474523607776,999,78.0003585892874,0,
S08-A53, 13-21 Cell17,Unknown,1,ICOS,Test,23.5094615614233,0,Fail,0.0166474523607776,999,78.8010220207419,0,
S08-A52, 13-21 Cell17,Unknown,1,FOXP3,Test,28.787604628186,0,Fail,0.0166474523607776,999,999,0,
S08-A51, 13-21 Cell17,Unknown,1,CD53,Test,999,0,Pass,0.0166474523607776,999,999,0,
S08-A50, 13-21 Cell17,Unknown,1,CCR7,Test,14.8558518399319,1,Pass,0.0166474523607776,81.3521991578972,999,1,
